"","lon","lat","lon.ind","lat.ind","ind","elev","airpr","year","abs","variable","value","absorp","fitcomp"
"3964",-105.4375,38.3125,29,11,743,2310,76.4827099468159,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3965",-105.3125,38.3125,30,11,744,2522,74.4763044082894,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3966",-105.1875,38.3125,31,11,745,2260,76.9622384963931,"1999",3,"surv",0.995404656817343,"wing absorptivity= 0.5","egg viability (%)"
"3967",-105.0625,38.3125,32,11,746,1700,82.5012872662527,"1999",3,"surv",0.990377505504646,"wing absorptivity= 0.5","egg viability (%)"
"3968",-104.9375,38.3125,33,11,747,1606,83.4619009528808,"1999",3,"surv",0.987049487234269,"wing absorptivity= 0.5","egg viability (%)"
"3969",-108.8125,38.1875,2,10,750,1974,79.7521608177241,"1999",3,"surv",0.995077306327424,"wing absorptivity= 0.5","egg viability (%)"
"3970",-108.6875,38.1875,3,10,751,1947,80.0197188707407,"1999",3,"surv",0.994687764203707,"wing absorptivity= 0.5","egg viability (%)"
"3971",-108.5625,38.1875,4,10,752,1791,81.5798795106265,"1999",3,"surv",0.989084394507582,"wing absorptivity= 0.5","egg viability (%)"
"3972",-108.4375,38.1875,5,10,753,1875,80.7367622714457,"1999",3,"surv",0.999204971056991,"wing absorptivity= 0.5","egg viability (%)"
"3975",-108.0625,38.1875,8,10,756,2707,72.7604552631168,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3976",-107.9375,38.1875,9,10,757,2809,71.828199304003,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3979",-107.5625,38.1875,12,10,760,3032,69.8236959292908,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3980",-107.3125,38.1875,14,10,762,2835,71.5921192307763,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3981",-107.1875,38.1875,15,10,763,2930,70.7348546240326,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3982",-107.0625,38.1875,16,10,764,2849,71.4652596788933,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3984",-106.8125,38.1875,18,10,766,2861,71.3566678516332,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3985",-106.6875,38.1875,19,10,767,2910,70.9146369638113,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3986",-106.5625,38.1875,20,10,768,3010,70.0194118886583,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3987",-106.4375,38.1875,21,10,769,2787,72.0284513679737,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3990",-106.0625,38.1875,24,10,772,2724,72.6044026609887,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3992",-105.8125,38.1875,26,10,774,3154,68.7463845726203,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"3997",-105.0625,38.1875,32,10,780,1910,80.387552536742,"1999",3,"surv",0.996841408771678,"wing absorptivity= 0.5","egg viability (%)"
"3998",-104.9375,38.1875,33,10,781,1734,82.1560442046321,"1999",3,"surv",0.991854502278784,"wing absorptivity= 0.5","egg viability (%)"
"3999",-108.8125,38.0625,2,9,784,1768,81.8119719335137,"1999",3,"surv",0.990557515683128,"wing absorptivity= 0.5","egg viability (%)"
"4000",-108.6875,38.0625,3,9,785,1882,80.6668222417482,"1999",3,"surv",0.994286095143903,"wing absorptivity= 0.5","egg viability (%)"
"4001",-108.5625,38.0625,4,9,786,2040,79.1011785830489,"1999",3,"surv",0.999550007864623,"wing absorptivity= 0.5","egg viability (%)"
"4002",-108.4375,38.0625,5,9,787,2274,76.8277258018089,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4005",-108.0625,38.0625,8,9,790,2573,74.0000498419134,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4007",-107.8125,38.0625,10,9,792,3128,68.9748392288921,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4008",-107.6875,38.0625,11,9,793,2928,70.7528162325147,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4012",-106.5625,38.0625,20,9,802,2914,70.8786509285721,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4014",-106.3125,38.0625,22,9,804,2902,70.9866534177665,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4019",-105.6875,38.0625,27,9,809,2918,70.8426796816237,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4020",-105.5625,38.0625,28,9,810,3036,69.7881588494768,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4022",-105.3125,38.0625,30,9,812,2777,72.1196243510655,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4023",-105.1875,38.0625,31,9,813,3159,68.7025213119301,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4025",-104.9375,38.0625,33,9,815,2019,79.3078408065327,"1999",3,"surv",0.988831718076814,"wing absorptivity= 0.5","egg viability (%)"
"4026",-108.8125,37.9375,2,8,818,1938,80.1090662305254,"1999",3,"surv",0.996026004346332,"wing absorptivity= 0.5","egg viability (%)"
"4027",-108.6875,37.9375,3,8,819,1820,81.2880014468491,"1999",3,"surv",0.993741895557646,"wing absorptivity= 0.5","egg viability (%)"
"4028",-108.5625,37.9375,4,8,820,2246,77.096941828277,"1999",3,"surv",0.999831861760161,"wing absorptivity= 0.5","egg viability (%)"
"4029",-108.4375,37.9375,5,8,821,2432,75.3228069173136,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4032",-108.0625,37.9375,8,8,824,2788,72.0193392052751,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4037",-106.0625,37.9375,24,8,840,2310,76.4827099468159,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4042",-105.3125,37.9375,30,8,846,2718,72.6594490726123,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4043",-105.1875,37.9375,31,8,847,2855,71.4109470511478,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4044",-105.0625,37.9375,32,8,848,2918,70.8426796816237,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4045",-104.9375,37.9375,33,8,849,2247,77.0873138351543,"1999",3,"surv",0.999113807179863,"wing absorptivity= 0.5","egg viability (%)"
"4046",-108.8125,37.8125,2,7,852,2251,77.0488115980913,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4047",-108.6875,37.8125,3,7,853,2480,74.8703749358312,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4048",-108.5625,37.8125,4,7,854,2329,76.3011247081312,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4050",-108.3125,37.8125,6,7,856,2722,72.6227477115001,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4051",-108.1875,37.8125,7,7,857,3085,69.3540169068548,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4052",-108.0625,37.8125,8,7,858,3181,68.5097921000684,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4053",-107.1875,37.8125,15,7,865,3114,69.0981076608639,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4054",-107.0625,37.8125,16,7,866,3187,68.4573056405783,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4055",-106.9375,37.8125,17,7,867,2928,70.7528162325147,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4056",-106.8125,37.8125,18,7,868,2998,70.126353130656,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4058",-106.4375,37.8125,21,7,871,2849,71.4652596788933,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4061",-106.0625,37.8125,24,7,874,2318,76.4062104031849,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4065",-105.5625,37.8125,28,7,878,2607,73.6839191082834,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4066",-105.4375,37.8125,29,7,879,3000,70.1085204119101,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4069",-105.0625,37.8125,32,7,882,2343,76.167548569569,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4070",-104.9375,37.8125,33,7,883,2204,77.5021977147721,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4071",-108.8125,37.6875,2,6,886,2145,78.0743975801825,"1999",3,"surv",0.999952599149926,"wing absorptivity= 0.5","egg viability (%)"
"4072",-108.6875,37.6875,3,6,887,2275,76.8181250415342,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4075",-108.3125,37.6875,6,6,890,2759,72.2839712032806,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4076",-108.1875,37.6875,7,6,891,2818,71.746408052029,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4080",-106.6875,37.6875,19,6,903,2802,71.8918669069547,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4083",-106.3125,37.6875,22,6,906,2388,75.7394785715835,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4084",-106.1875,37.6875,23,6,907,2358,76.0246414660185,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4086",-105.9375,37.6875,25,6,909,2314,76.4444524263576,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4088",-105.6875,37.6875,27,6,911,2300,76.5784215801161,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4090",-105.4375,37.6875,29,6,913,3044,69.717128626023,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4093",-105.0625,37.6875,32,6,916,2076,78.7479151141855,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4094",-104.9375,37.6875,33,6,917,1984,79.6532492742751,"1999",3,"surv",0.999055934001271,"wing absorptivity= 0.5","egg viability (%)"
"4095",-108.8125,37.5625,2,5,920,2076,78.7479151141855,"1999",3,"surv",0.998940035344542,"wing absorptivity= 0.5","egg viability (%)"
"4096",-108.6875,37.5625,3,5,921,2113,78.386171084045,"1999",3,"surv",0.999317293994159,"wing absorptivity= 0.5","egg viability (%)"
"4097",-108.5625,37.5625,4,5,922,2200,77.5408832967517,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4099",-108.3125,37.5625,6,5,924,2619,73.5726050110574,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4100",-108.1875,37.5625,7,5,925,2798,71.9282689062264,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4101",-108.0625,37.5625,8,5,926,3196,68.3786370056157,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4102",-107.9375,37.5625,9,5,927,2803,71.8827687383967,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4103",-107.8125,37.5625,10,5,928,2619,73.5726050110574,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4104",-107.3125,37.5625,14,5,932,2953,70.5285613734504,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4105",-107.1875,37.5625,15,5,933,2912,70.8966420973647,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4108",-106.4375,37.5625,21,5,939,3071,69.4778336754666,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4111",-106.0625,37.5625,24,5,942,2320,76.3870952015798,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4112",-105.9375,37.5625,25,5,943,2311,76.4731441135681,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4113",-105.8125,37.5625,26,5,944,2298,76.5975755399512,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4114",-105.6875,37.5625,27,5,945,2295,76.6263137532547,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4117",-105.3125,37.5625,30,5,948,2660,73.1933087641336,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4118",-105.1875,37.5625,31,5,949,2838,71.5649197025686,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4120",-104.9375,37.5625,33,5,951,2111,78.4056903496857,"1999",3,"surv",0.999821542670112,"wing absorptivity= 0.5","egg viability (%)"
"4121",-108.8125,37.4375,2,4,954,1980,79.6928019645512,"1999",3,"surv",0.998216708425234,"wing absorptivity= 0.5","egg viability (%)"
"4122",-108.6875,37.4375,3,4,955,2021,79.2881398740612,"1999",3,"surv",0.999087705049838,"wing absorptivity= 0.5","egg viability (%)"
"4123",-108.5625,37.4375,4,4,956,2103,78.4838067743106,"1999",3,"surv",0.999996736199051,"wing absorptivity= 0.5","egg viability (%)"
"4125",-108.3125,37.4375,6,4,958,2511,74.579350636263,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4126",-108.1875,37.4375,7,4,959,2760,72.2748328741329,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4127",-107.9375,37.4375,9,4,961,2939,70.6540730712333,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4128",-107.8125,37.4375,10,4,962,2395,75.673065350464,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4129",-107.6875,37.4375,11,4,963,2994,70.1620295868714,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4130",-107.5625,37.4375,12,4,964,2715,72.6869849483375,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4131",-107.4375,37.4375,13,4,965,2948,70.573366237124,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4134",-106.9375,37.4375,17,4,969,3114,69.0981076608639,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4138",-106.0625,37.4375,24,4,976,2319,76.3966523182798,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4139",-105.9375,37.4375,25,4,977,2308,76.5018445200285,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4140",-105.8125,37.4375,26,4,978,2295,76.6263137532547,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4141",-105.6875,37.4375,27,4,979,2306,76.5209829693641,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4143",-105.4375,37.4375,29,4,981,2481,74.8609727244481,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4145",-105.1875,37.4375,31,4,983,2924,70.7887505290758,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4147",-104.9375,37.4375,33,4,985,2449,75.1623181214199,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4148",-108.8125,37.3125,2,3,988,2208,77.4635277625662,"1999",3,"surv",0.997042534903996,"wing absorptivity= 0.5","egg viability (%)"
"4149",-108.6875,37.3125,3,3,989,1894,80.5470391909276,"1999",3,"surv",0.995202831091417,"wing absorptivity= 0.5","egg viability (%)"
"4150",-108.5625,37.3125,4,3,990,2082,78.6891622715028,"1999",3,"surv",0.999437897047879,"wing absorptivity= 0.5","egg viability (%)"
"4151",-108.4375,37.3125,5,3,991,2249,77.0680607696879,"1999",3,"surv",0.999996507285397,"wing absorptivity= 0.5","egg viability (%)"
"4154",-108.0625,37.3125,8,3,994,2518,74.5137624159382,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4155",-107.9375,37.3125,9,3,995,2300,76.5784215801161,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4156",-107.8125,37.3125,10,3,996,2268,76.8853507693917,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4157",-107.6875,37.3125,11,3,997,2335,76.2438545846817,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4158",-107.5625,37.3125,12,3,998,2297,76.6071539745038,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4159",-107.4375,37.3125,13,3,999,2480,74.8703749358312,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4165",-106.3125,37.3125,22,3,1008,2792,71.9828998882956,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4167",-106.0625,37.3125,24,3,1010,2343,76.167548569569,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4168",-105.9375,37.3125,25,3,1011,2317,76.4157694563703,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4169",-105.8125,37.3125,26,3,1012,2306,76.5209829693641,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4170",-105.6875,37.3125,27,3,1013,2316,76.4253294779107,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4171",-105.5625,37.3125,28,3,1014,2371,75.9009643333296,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4173",-105.3125,37.3125,30,3,1016,3097,69.2480305121313,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4174",-105.0625,37.3125,32,3,1018,2926,70.7707815340021,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4176",-108.8125,37.1875,2,2,1022,2130,78.2204161401579,"1999",3,"surv",0.994765161671152,"wing absorptivity= 0.5","egg viability (%)"
"4177",-108.6875,37.1875,3,2,1023,1794,81.5496459331179,"1999",3,"surv",0.992575135175362,"wing absorptivity= 0.5","egg viability (%)"
"4178",-108.5625,37.1875,4,2,1024,2193,77.6086206888944,"1999",3,"surv",0.99918201708768,"wing absorptivity= 0.5","egg viability (%)"
"4179",-108.4375,37.1875,5,2,1025,2186,77.6764059879254,"1999",3,"surv",0.999192711791892,"wing absorptivity= 0.5","egg viability (%)"
"4180",-108.3125,37.1875,6,2,1026,2182,77.715161963703,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4181",-108.1875,37.1875,7,2,1027,2195,77.5892622609573,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4187",-107.4375,37.1875,13,2,1033,2456,75.0963150331535,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4189",-107.1875,37.1875,15,2,1035,2187,77.6667194397212,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4192",-106.8125,37.1875,18,2,1038,2667,73.1287094077298,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4195",-106.3125,37.1875,22,2,1042,2887,71.1218438849208,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4197",-106.0625,37.1875,24,2,1044,2370,75.9104721709731,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4198",-105.9375,37.1875,25,2,1045,2336,76.234312949062,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4199",-105.8125,37.1875,26,2,1046,2419,75.44572077582,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4200",-105.6875,37.1875,27,2,1047,2343,76.167548569569,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4201",-105.5625,37.1875,28,2,1048,2368,75.9294907394856,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4202",-105.4375,37.1875,29,2,1049,2444,75.209491937514,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4203",-105.3125,37.1875,30,2,1050,2843,71.5196057506172,"1999",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4208",-108.5625,40.8125,4,31,38,2029,79.2093757678782,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4210",-108.3125,40.8125,6,31,40,2020,79.2979898448863,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4211",-108.1875,40.8125,7,31,41,1907,80.4174367898869,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4212",-108.0625,40.8125,8,31,42,1971,79.7818536667725,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4213",-107.9375,40.8125,9,31,43,2057,78.9342001684444,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4216",-107.5625,40.8125,12,31,46,2130,78.2204161401579,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4220",-107.0625,40.8125,16,31,50,2785,72.0466784940278,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4221",-106.9375,40.8125,17,31,51,2520,74.4950315057052,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4222",-106.8125,40.8125,18,31,52,2637,73.4058892117144,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4224",-106.5625,40.8125,20,31,54,2591,73.8325500012671,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4225",-106.4375,40.8125,21,31,55,2485,74.823373439194,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4226",-106.3125,40.8125,22,31,56,2450,75.1528862339527,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4227",-106.1875,40.8125,23,31,57,2469,74.9738623850688,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4229",-105.9375,40.8125,25,31,59,2844,71.5105457488296,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4230",-105.8125,40.8125,26,31,60,3091,69.3010073030437,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4231",-105.6875,40.8125,27,31,61,3056,69.6106930620098,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4232",-105.5625,40.8125,28,31,62,2458,75.0774656307196,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4234",-105.3125,40.8125,30,31,64,1881,80.6768106698019,"2099",3,"surv",0.999790499774174,"wing absorptivity= 0.5","egg viability (%)"
"4235",-105.1875,40.8125,31,31,65,1816,81.3282101401388,"2099",3,"surv",0.99960725986589,"wing absorptivity= 0.5","egg viability (%)"
"4236",-105.0625,40.8125,32,31,66,1669,82.8170906712998,"2099",3,"surv",0.984583701501516,"wing absorptivity= 0.5","egg viability (%)"
"4237",-104.9375,40.8125,33,31,67,1688,82.6234178599914,"2099",3,"surv",0.990763014173629,"wing absorptivity= 0.5","egg viability (%)"
"4238",-108.8125,40.6875,2,30,70,1781,81.6807236592673,"2099",3,"surv",0.999994781406522,"wing absorptivity= 0.5","egg viability (%)"
"4239",-108.6875,40.6875,3,30,71,1859,80.8968095921083,"2099",3,"surv",0.999932856024663,"wing absorptivity= 0.5","egg viability (%)"
"4240",-108.5625,40.6875,4,30,72,2075,78.757710707142,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4241",-108.4375,40.6875,5,30,73,1906,80.4274002064255,"2099",3,"surv",0.999674650671287,"wing absorptivity= 0.5","egg viability (%)"
"4242",-108.3125,40.6875,6,30,74,1929,80.1984943543652,"2099",3,"surv",0.999913939848768,"wing absorptivity= 0.5","egg viability (%)"
"4243",-108.1875,40.6875,7,30,75,1864,80.8467672325889,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4244",-108.0625,40.6875,8,30,76,2007,79.4261296581076,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4246",-107.8125,40.6875,10,30,78,2125,78.2691381037964,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4247",-107.6875,40.6875,11,30,79,2169,77.8412270368128,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4248",-107.5625,40.6875,12,30,80,2038,79.1208418918269,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4252",-107.0625,40.6875,16,30,84,2649,73.2949153905175,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4255",-106.6875,40.6875,19,30,87,3152,68.7639362250002,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4256",-106.5625,40.6875,20,30,88,2572,74.0093644027528,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4257",-106.4375,40.6875,21,30,89,2491,74.767003183967,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4258",-106.3125,40.6875,22,30,90,2475,74.9174003368836,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4259",-106.1875,40.6875,23,30,91,2509,74.598098711523,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4260",-106.0625,40.6875,24,30,92,2656,73.2302434231933,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4263",-105.5625,40.6875,28,30,96,2419,75.44572077582,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4265",-105.3125,40.6875,30,30,98,1970,79.7917532721445,"2099",3,"surv",0.998465832821908,"wing absorptivity= 0.5","egg viability (%)"
"4266",-105.1875,40.6875,31,30,99,1764,81.8523903556094,"2099",3,"surv",0.98684982576323,"wing absorptivity= 0.5","egg viability (%)"
"4267",-105.0625,40.6875,32,30,100,1598,83.5440716753033,"2099",3,"surv",0.974930500211683,"wing absorptivity= 0.5","egg viability (%)"
"4268",-104.9375,40.6875,33,30,101,1613,83.3900552657989,"2099",3,"surv",0.973537876592484,"wing absorptivity= 0.5","egg viability (%)"
"4269",-108.8125,40.5625,2,29,104,2181,77.7248534037655,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4270",-108.6875,40.5625,3,29,105,2216,77.3862347281502,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4271",-108.5625,40.5625,4,29,106,2073,78.7773048530327,"2099",3,"surv",0.999925876341524,"wing absorptivity= 0.5","egg viability (%)"
"4272",-108.4375,40.5625,5,29,107,1908,80.4074743728112,"2099",3,"surv",0.999670268439739,"wing absorptivity= 0.5","egg viability (%)"
"4273",-108.3125,40.5625,6,29,108,1859,80.8968095921083,"2099",3,"surv",0.999598017225949,"wing absorptivity= 0.5","egg viability (%)"
"4274",-108.1875,40.5625,7,29,109,1866,80.826757308675,"2099",3,"surv",0.99948606236094,"wing absorptivity= 0.5","egg viability (%)"
"4275",-108.0625,40.5625,8,29,110,1878,80.7067819630226,"2099",3,"surv",0.997073763232453,"wing absorptivity= 0.5","egg viability (%)"
"4276",-107.9375,40.5625,9,29,111,1936,80.128932165359,"2099",3,"surv",0.999749883274374,"wing absorptivity= 0.5","egg viability (%)"
"4277",-107.8125,40.5625,10,29,112,1988,79.6137124810991,"2099",3,"surv",0.999997268196234,"wing absorptivity= 0.5","egg viability (%)"
"4278",-107.6875,40.5625,11,29,113,2022,79.2782908939811,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
"4279",-107.5625,40.5625,12,29,114,1938,80.1090662305254,"2099",3,"surv",0.999961827895638,"wing absorptivity= 0.5","egg viability (%)"
"4280",-107.4375,40.5625,13,29,115,1960,79.8908040436043,"2099",3,"surv",0.99996075405046,"wing absorptivity= 0.5","egg viability (%)"
"4281",-107.3125,40.5625,14,29,116,2111,78.4056903496857,"2099",3,"surv",0.999908551006732,"wing absorptivity= 0.5","egg viability (%)"
"4282",-107.1875,40.5625,15,29,117,2079,78.7185342543597,"2099",3,"surv",1,"wing absorptivity= 0.5","egg viability (%)"
